Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Release Date	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 
GCA_031772095.1	ASM3177209v1	Zeugodacus tau	420597739	Chromosome	2023-09-20	98						
GCA_003672135.1	Obir_v5.4	Ooceraea biroi	223876465	Chromosome	2018-10-23	139						
GCF_003672135.1	Obir_v5.4	Ooceraea biroi	223876465	Chromosome	2018-10-23	139	0.9856451	0.9666166	0.019028543	0.003338341	0.011016524	hymenoptera_odb10
GCA_017562165.1	ASM1756216v1	Ectropis grisescens	784886525	Chromosome	2021-03-24	531						
GCA_024763615.2	Ppap_2.1	Phlebotomus papatasi	351607531	Chromosome	2022-08-30	645						
GCF_024763615.1	Ppap_2.1	Phlebotomus papatasi	351607531	Chromosome	2022-08-30	645	0.95981735	0.94490105	0.014916286	0.00456621	0.03561644	diptera_odb10
GCA_012654025.1	Pven_dovetail	Pachypsylla venusta	481970414	Chromosome	2020-04-29	39856						
GCA_027943255.1	idAnaObli1_1.0	Anastrepha obliqua	836742189	Chromosome	2023-01-24	205						
GCF_027943255.1	idAnaObli1_1.0	Anastrepha obliqua	836742189	Chromosome	2023-01-24	205	0.9960426	0.97869104	0.017351598	0.000913242	0.00304414	diptera_odb10
GCA_030762935.1	ASM3076293v1	Hymenopus coronatus	3127590514	Chromosome	2023-08-16	386						
GCA_905475395.1	inChrCarn1.1	Chrysoperla carnea	560232532	Chromosome	2021-04-15	337						
GCF_905475395.1	inChrCarn1.1	Chrysoperla carnea	560232532	Chromosome	2021-04-15	337	0.96939737	0.96045196	0.008945386	0.002354049	0.028248588	endopterygota_odb10
GCA_905187475.1	idSyrPipi1.1	Syritta pipiens	318506762	Chromosome	2021-02-02	6						
GCA_013758885.1	VT_AalbS3_pri_1.0	Anopheles albimanus	172602732	Chromosome	2020-08-06	7						
GCF_013758885.1	VT_AalbS3_pri_1.0	Anopheles albimanus	172602732	Chromosome	2020-08-06	7	0.9920852	0.98660576	0.005479452	0.00152207	0.006392694	diptera_odb10
GCA_905147105.1	ilPieBrab1.1	Pieris brassicae	292325833	Chromosome	2021-01-28	401						
GCF_905147105.1	ilPieBrab1.1	Pieris brassicae	292325833	Chromosome	2021-01-28	401	0.9805146	0.9757851	0.004729474	0.0018917896	0.017593643	lepidoptera_odb10
GCA_905163445.1	ilParAegt1.1	Pararge aegeria	516571003	Chromosome	2021-01-28	70						
GCF_905163445.1	ilParAegt1.1	Pararge aegeria	516571003	Chromosome	2021-01-28	70	0.9901627	0.9854332	0.004729474	0.0005675369	0.009269769	lepidoptera_odb10
GCA_030704555.1	Hchar_UCI_1.0	Heliconius charithonia	356183433	Chromosome	2023-08-15	224						
GCA_020882245.1	ASM2088224v1	Rhopalosiphum padi	338184925	Chromosome	2021-11-16	35						
GCF_020882245.1	ASM2088224v1	Rhopalosiphum padi	338184925	Chromosome	2021-11-16	35	0.99721116	0.9916335	0.005577689		0.0027888445	hemiptera_odb10
GCA_036186465.1	ASM3618646v1	Nesidiocoris tenuis	265555232	Chromosome	2023-09-23	20						
GCA_963573255.1	idChiTent1.1	Chironomus tentans	185472635	Chromosome	2023-10-29	8						
GCA_917208135.1	iyAthRosa1.1	Athalia rosae	171955050	Chromosome	2021-10-13	14						
GCF_917208135.1	iyAthRosa1.1	Athalia rosae	171955050	Chromosome	2021-10-13	14	0.98881656	0.9844767	0.004339843	0.0030045067	0.008178935	hymenoptera_odb10
GCA_918026875.4	PGI_DIATSA_v4	Diatraea saccharalis	507694123	Chromosome	2022-11-09	25						
GCA_026212275.2	iyMicDemo2.1a	Microplitis demolitor	225878136	Chromosome	2023-02-13	31						
GCF_026212275.2	iyMicDemo2.1a	Microplitis demolitor	225878136	Chromosome	2023-02-13	31	0.9676181	0.9589384	0.008679686	0.003505258	0.02887665	hymenoptera_odb10
GCA_029852145.1	iyMicMedi2.1	Microplitis mediator	269288274	Chromosome	2023-04-25	23						
GCF_029852145.1	iyMicMedi2.1	Microplitis mediator	269288274	Chromosome	2023-04-25	23	0.9669504	0.95426476	0.012685696	0.0028375897	0.030211985	hymenoptera_odb10
GCA_014905175.1	ASM1490517v1	Aphidius gifuensis	156944493	Chromosome	2020-10-21	24						
GCF_014905175.1	ASM1490517v1	Aphidius gifuensis	156944493	Chromosome	2020-11-16	24	0.9399099	0.90168583	0.038224004	0.0045067603	0.055583376	hymenoptera_odb10
GCA_029784165.1	ASM2978416v1	Wyeomyia smithii	769230131	Chromosome	2023-04-19	266						
GCF_029784165.1	ASM2978416v1	Wyeomyia smithii	769230131	Chromosome	2023-04-19	266	0.96773213	0.9589041	0.008828006	0.0048706243	0.02739726	diptera_odb10
GCA_017562075.2	AmerM5.1	Anopheles merus	294364394	Chromosome	2021-03-24	1327						
GCF_017562075.2	AmerM5.1	Anopheles merus	294364394	Chromosome	2021-03-24	1327	0.9914764	0.92907155	0.06240487	0.001826484	0.006697108	diptera_odb10
GCA_014529535.1	BU_Bcop_v1	Bradysia coprophila	309728657	Chromosome	2020-09-11	742						
GCF_014529535.1	BU_Bcop_v1	Bradysia coprophila	309728657	Chromosome	2020-09-11	742	0.9695586	0.9315069	0.03805175	0.001826484	0.028614916	diptera_odb10
GCA_033675125.1	ASM3367512v1	Athetis lepigone	612163899	Chromosome	2023-11-15	265						
GCA_014529535.2	BU_Bcop_v2	Bradysia coprophila	309631872	Chromosome	2023-01-04	593						
GCA_024139115.2	GZ_Asu_2	Armigeres subalbatus	1335741332	Chromosome	2023-12-29	2078						
GCF_024139115.2	GZ_Asu_2	Armigeres subalbatus	1335741332	Chromosome	2023-12-29	2078	0.9923897	0.92054796	0.0718417	0.0012176561	0.006392694	diptera_odb10
GCA_963082655.1	idStoCalc2.1	Stomoxys calcitrans	1070934565	Chromosome	2023-08-09	297						
GCF_963082655.1	idStoCalc2.1	Stomoxys calcitrans	1070934565	Chromosome	2023-08-09	297	0.99421614	0.9850837	0.00913242	0.00060882804	0.0051750382	diptera_odb10
GCA_020423425.1	ASM2042342v1	Chrysopa pallens	538352598	Chromosome	2021-10-13	552						
GCA_030463065.1	ASM3046306v1	Aphidoletes aphidimyza	191431736	Chromosome	2023-07-18	69						
GCA_941860345.1	PGI_CINC_vHiFi1	Chrysodeixis includens	369676332	Chromosome	2022-06-24	80						
GCA_002237135.5	Teleopsis dalmanni v 3.1	Teleopsis dalmanni	457762254	Chromosome	2023-06-16	2719						
GCA_022045245.1	ASM2204524v1	Lucilia cuprina	409159265	Chromosome	2022-02-08	8457						
GCF_022045245.1	ASM2204524v1	Lucilia cuprina	409159265	Chromosome	2022-02-08	8457	0.97077626	0.9628615	0.007914764	0.014916286	0.014307458	diptera_odb10
GCA_002237135.2	ASM223713v2	Teleopsis dalmanni	623660103	Chromosome	2020-11-06	19962						
GCF_002237135.1	ASM223713v2	Teleopsis dalmanni	623660103	Chromosome	2020-11-06	19962	0.982344	0.700761	0.28158295	0.003348554	0.014307458	diptera_odb10
GCA_039619505.1	CUHK_Chem_1	Cimex hemipterus	490569871	Chromosome	2024-05-13	2844						
GCA_022605725.3	icAntGran1.3	Anthonomus grandis grandis	697452952	Chromosome	2022-08-03	304						
GCF_022605725.1	icAntGran1.3	Anthonomus grandis grandis	697452952	Chromosome	2022-08-03	304	0.98352164	0.96280605	0.020715632	0.0032956686	0.013182675	endopterygota_odb10
GCA_943737925.1	idAnoNiliSN_F5_01	Anopheles nili	195220701	Chromosome	2022-06-24	156						
GCF_943737925.1	idAnoNiliSN_F5_01	Anopheles nili	195220701	Chromosome	2022-06-24	156	0.9869102	0.98295283	0.003957382	0.00152207	0.011567732	diptera_odb10
GCA_037179545.1	ASM3717954v1	Sesamia inferens	963664144	Chromosome	2024-03-15	74						
GCA_025231255.1	RU_DBia_V1.1	Drosophila biarmipes	193597863	Chromosome	2022-09-16	51						
GCF_025231255.1	RU_DBia_V1.1	Drosophila biarmipes	193597863	Chromosome	2022-09-16	51	0.99847794	0.9957382	0.002739726		0.00152207	diptera_odb10
GCA_009650485.2	ASM965048v2	Drosophila albomicans	167525814	Chromosome	2022-08-16	219						
GCF_009650485.2	ASM965048v2	Drosophila albomicans	167525814	Chromosome	2022-08-16	219	0.99817353	0.99086756	0.007305936	0.00030441402	0.00152207	diptera_odb10
GCA_932527175.1	ilOpeBrum1.1	Operophtera brumata	619163353	Chromosome	2022-03-23	39						
GCA_943734655.2	idSabCyanKW18_F2	Sabethes cyaneus	676043992	Chromosome	2022-09-15	8						
GCF_943734655.1	idSabCyanKW18_F2	Sabethes cyaneus	676043992	Chromosome	2022-09-15	8	0.9844749	0.973516	0.010958904	0.0024353121	0.013089802	diptera_odb10
GCA_905163435.1	ilMamBras1.1	Mamestra brassicae	576168760	Chromosome	2021-01-28	42						
GCA_907165205.1	icCocSept1.1	Coccinella septempunctata	398849173	Chromosome	2021-05-17	24						
GCF_907165205.1	icCocSept1.1	Coccinella septempunctata	398849173	Chromosome	2021-05-17	24	0.98352164	0.96892655	0.014595103	0.00094161957	0.015536723	endopterygota_odb10
GCA_034638295.1	ASM3463829v1	Phortica okadai	263502982	Chromosome	2023-12-27	59						
GCA_942486065.2	idCalVomi1.2	Calliphora vomitoria	707626003	Chromosome	2022-10-08	136						
GCA_905404145.2	ilBisBetu1.2	Biston betularia	404509252	Chromosome	2022-02-02	32						
GCA_905147175.2	ilAglUrti1.2	Nymphalis urticae	392803606	Chromosome	2022-02-02	34						
GCA_039619475.1	ASM3961947v1	Icerya purchasi	1103380243	Chromosome	2024-05-13	41						
GCA_963151315.1	ilPolCalb1.1	Nymphalis c-album	363587841	Chromosome	2023-08-19	36						
GCA_030765045.1	ASM3076504v1	Tenodera sinensis	2684104270	Chromosome	2023-08-17	190						
GCA_905146925.1	ilAutGamm1.1	Autographa gamma	373051863	Chromosome	2021-01-28	102						
GCA_038277355.1	ASM3827735v1	Encarsia formosa	450754598	Chromosome	2024-04-17	47						
GCA_035610365.1	HAU_Aqlei_1.0	Aquatica leii	1036906664	Chromosome	2024-01-12	39						
GCA_016746245.2	Prin_Dsan_1.1	Drosophila santomea	146800522	Chromosome	2021-07-30	104						
GCF_016746245.2	Prin_Dsan_1.1	Drosophila santomea	146800522	Chromosome	2021-07-30	104	0.9993912	0.9969559	0.0024353121		0.00060882804	diptera_odb10
GCA_949628265.1	ieCloDipt1.1	Cloeon dipterum	190111064	Chromosome	2023-03-17	10						
GCA_963978815.1	icAleCurt1.1	Aleochara curtula	136965142	Chromosome	2024-03-10	76						
GCA_029298725.1	icGnaCorn1.1	Gnatocerus cornutus	342674785	Chromosome	2023-03-22	508						
GCA_905147785.2	ilThyBati1.2	Thyatira batis	314783116	Chromosome	2023-09-26	51						
GCA_023052935.1	USDA_Piezodorus_guildinii_Assembly_v1.1	Piezodorus guildinii	1205420128	Chromosome	2022-04-27	807						
GCA_022388445.1	Zophobas_atratus_KSU_v.1	Zophobas atratus	478145070	Chromosome	2022-02-24	562						
GCA_951394005.1	idProTerr1.1	Protophormia terraenovae	783654081	Chromosome	2023-05-13	15						
GCA_028583605.1	ASM2858360v1	Dastarcus helophoroides	538902350	Chromosome	2023-02-13	50						
GCA_025584915.1	ASM2558491v1	Monochamus saltuarius	682219095	Chromosome	2022-10-06	6125						
GCA_963942605.1	icPoeCupr1.1	Poecilus cupreus	748476947	Chromosome	2024-02-09	2817						
GCA_014635995.1	ASM1463599v1	Sarcophaga peregrina	560735179	Chromosome	2020-09-21	1118						
GCA_034640455.1	iyDiaLong2	Diachasmimorpha longicaudata	194452999	Chromosome	2023-12-27	246						
GCF_034640455.1	iyDiaLong2	Diachasmimorpha longicaudata	194452999	Chromosome	2023-12-27	246	0.9764647	0.97028875	0.0061759306	0.003338341	0.020196961	hymenoptera_odb10
GCA_963920625.1	iyDinCocc1.1	Dinocampus coccinellae	110449871	Chromosome	2023-12-24	9						
GCA_033675135.1	FiZJ1	Frankliniella intonsa	225489217	Chromosome	2023-11-15	46						
GCA_019022885.1	Schi1.0	Schlechtendalia chinensis	280427550	Chromosome	2021-06-24	208						
GCA_036419045.1	ASM3641904v1	Scirpophaga incertulas	695309238	Chromosome	2024-02-07	1230						
GCA_039566165.1	ASM3956616v1	Maruca vitrata	482299757	Chromosome	2024-05-08	35						
GCA_928718305.1	Tetramorium_bicarinatum_1.0	Tetramorium bicarinatum	257967262	Chromosome	2022-02-02	288						
GCA_945859685.1	idEupCoro1.1	Eupeodes corollae	648195582	Chromosome	2022-09-13	783						
GCF_945859685.1	idEupCoro1.1	Eupeodes corollae	648195582	Chromosome	2022-09-13	783	0.9847793	0.97442925	0.0103500765	0.001826484	0.013394216	diptera_odb10
GCA_018831715.1	ASM1883171v1	Matsumurasca onukii	599257890	Chromosome	2021-06-10	244						
GCA_026979955.1	Mus_1.0	Megalurothrips usitatus	238139689	Chromosome	2022-12-21	907						
GCA_037127475.1	ASM3712747v1	Arma custos	969112555	Chromosome	2024-03-14	179						
GCA_963971525.1	iyCepSpin2.1	Cephus spinipes	238614314	Chromosome	2024-03-07	95						
GCA_030762985.1	ASM3076298v1	Adelphocoris suturalis	1281303703	Chromosome	2023-08-21	97						
GCA_008086715.1	ASM808671v1	Sitobion miscanthi	397852643	Chromosome	2019-08-28	653						
GCA_912470025.1	iVesVel2.1	Vespa velutina	193976845	Chromosome	2021-08-14	42						
GCF_912470025.1	iVesVel2.1	Vespa velutina	193976845	Chromosome	2021-08-14	42	0.9706226	0.9656151	0.0050075115	0.005508262	0.023869136	hymenoptera_odb10
GCA_012273795.1	ASM1227379v1	Dendrolimus punctatus	614070971	Chromosome	2020-04-13	107						
GCA_014170255.2	RU_Dtri_1.1	Drosophila triauraria	195275685	Chromosome	2020-08-13	270						
GCA_018467065.1	Eelu-V1	Ephestia elutella	576941106	Chromosome	2021-05-25	804						
GCA_027475135.1	ASM2747513v1	Bactrocera correcta	702652060	Chromosome	2023-01-03	4778						
GCA_019603395.1	ASM1960339v1	Cyrtorhinus lividipennis	345739711	Chromosome	2021-08-25	227						
GCA_012977825.3	ZJU_Ppup_chr_2.0	Pteromalus puparum	338098178	Chromosome	2023-02-10	3290						
GCA_030788265.1	Dame_AGI_RSII-ME	Drosophila americana	203011843	Chromosome	2023-08-21	272						
GCA_032445375.1	Brsri_v3	Bacillus rossius redtenbacheri	1605073380	Chromosome	2023-10-11	1256						
GCF_032445375.1	Brsri_v3	Bacillus rossius redtenbacheri	1605073380	Chromosome	2023-10-11	1256	0.97439647	0.9678127	0.00658376	0.0058522313	0.01975128	insecta_odb10
GCA_019049465.1	Diul.assembly.v1.1	Dryas iulia moderata	440278161	Chromosome	2021-06-29	762						
GCA_030407085.1	ASM3040708v1	Trichopria drosophilae	937162013	Chromosome	2023-07-07	675						
GCA_021461395.2	iqSchAmer2.1	Schistocerca americana	8990354198	Chromosome	2022-02-14	1750						
GCF_021461395.2	iqSchAmer2.1	Schistocerca americana	8990354198	Chromosome	2022-02-14	1750	0.987564	0.96561813	0.021945868	0.0007315289	0.011704463	insecta_odb10
GCA_905163515.2	ilLymMona1.2	Lymantria monacha	915653161	Chromosome	2022-02-02	30						
GCA_943734725.1	idAnoMarsDA_429_01	Anopheles marshallii	225712104	Chromosome	2022-06-24	288						
GCF_943734725.1	idAnoMarsDA_429_01	Anopheles marshallii	225712104	Chromosome	2022-06-24	288	0.9960426	0.9920852	0.003957382	0.00030441402	0.003652968	diptera_odb10
GCA_943734705.2	idAnoCousDA_361_x.2	Anopheles coustani	269983652	Chromosome	2023-04-08	419						
GCF_943734705.1	idAnoCousDA_361_x.2	Anopheles coustani	269983652	Chromosome	2023-04-08	419	0.99452055	0.98630136	0.008219178	0.00060882804	0.0048706243	diptera_odb10
GCA_943734765.2	idAnoZiCoDA_A2_x.2	Anopheles ziemanni	269983652	Chromosome	2023-04-08	419						
GCF_943734765.1	idAnoZiCoDA_A2_x.2	Anopheles ziemanni	269983652	Chromosome	2023-04-08	419	0.9933029	0.9847793	0.008523592	0.000913242	0.005783866	diptera_odb10
GCA_036172665.1	ASM3617266v1	Prosopocoilus inquinatus	649728786	Chromosome	2024-01-26	174						
GCA_916618015.1	ilXesCnig1.1	Xestia c-nigrum	760303607	Chromosome	2021-10-01	43						
GCA_029229535.1	icDioCarn1.1	Diorhabda carinata	449895081	Chromosome	2023-03-17	37						
GCA_905147345.3	ilMytImpu1.3	Mythimna impura	935333665	Chromosome	2022-11-05	57						
GCA_026250575.1	icDioCari1.1	Diorhabda carinulata	415369604	Chromosome	2022-11-21	68						
GCF_026250575.1	icDioCari1.1	Diorhabda carinulata	415369604	Chromosome	2022-11-21	68	0.9891714	0.9783428	0.010828625	0.0014124294	0.009416196	endopterygota_odb10
GCA_039645545.1	ASM3964554v1	Dendrolimus houi	663131350	Chromosome	2024-05-15	65						
GCA_943734695.1	idAnoMacuDA_375_x	Anopheles maculipalpis	224059441	Chromosome	2022-06-24	170						
GCF_943734695.1	idAnoMacuDA_375_x	Anopheles maculipalpis	224059441	Chromosome	2022-06-24	170	0.99452055	0.99056315	0.003957382	0.0012176561	0.004261796	diptera_odb10
GCA_905147225.2	ilEupSimi1.2	Euproctis similis	507633075	Chromosome	2022-02-02	29						
GCA_958496175.1	inSisTerm1.1	Sisyra terminalis	376631321	Chromosome	2023-07-18	10						
GCA_905340355.1	icRhaFulv1.1	Rhagonycha fulva	424661649	Chromosome	2021-03-25	12						
GCA_030068015.2	ASM3006801v2	Neoceratitis asiatica	562477736	Chromosome	2023-08-24	76						
GCA_917563855.2	iiLimLuna2.2	Limnephilus lunatus	1269636097	Chromosome	2022-02-13	38						
GCA_905147285.1	ilHypProb1.1	Hypena proboscidalis	636770889	Chromosome	2021-01-28	55						
GCA_932526495.1	idBomMajo1.1	Bombylius major	304311880	Chromosome	2022-03-23	131						
GCA_910592335.1	icAdaBipu1.1	Adalia bipunctata	475267023	Chromosome	2021-07-07	118						
GCA_933228895.1	ioPlaPenn1.1	Platycnemis pennipes	1793340701	Chromosome	2022-03-23	87						
GCA_905147365.1	ilAriAges1.1	Aricia agestis	435265205	Chromosome	2021-01-28	25						
GCF_905147365.1	ilAriAges1.1	Aricia agestis	435265205	Chromosome	2021-01-28	25	0.9805146	0.97597426	0.0045402953	0.0009458948	0.018539539	lepidoptera_odb10
GCA_947568825.1	ilSphPina1.1	Sphinx pinastri	509223309	Chromosome	2022-12-16	43						
GCA_036417725.1	ASM3641772v1	Clanis bilineata	477454959	Chromosome	2024-02-06	56						
GCA_905147745.2	ilPhlMeti2.2	Phlogophora meticulosa	538644470	Chromosome	2022-05-03	46						
GCA_029448645.1	ASM2944864v1	Andrena camellia	340729732	Chromosome	2023-03-28	50						
GCA_030157265.1	icLatOryz1.1	Latheticus oryzae	170052028	Chromosome	2023-06-06	59						
GCA_018691245.2	ASM1869124v2	Ips nitidus	231406857	Chromosome	2022-06-07	210						
GCA_905187585.1	ilCyaSemi1.1	Cyaniris semiargus	441504031	Chromosome	2021-02-02	25						
GCA_963932025.1	ilEreEpip2.1	Erebia epiphron	523373149	Chromosome	2024-02-07	41						
GCA_020796165.1	CAAS_Pfla_1.0	Pantala flavescens	663273809	Chromosome	2021-11-08	43						
GCA_910589475.2	ilBemIchn1.2	Bembecia ichneumoniformis	511395034	Chromosome	2022-10-14	38						
GCA_937612035.1	ilAriArta2.1	Aricia artaxerxes	458481091	Chromosome	2022-05-03	24						
GCA_945859595.2	iyMegWill1.2	Megachile willughbiella	413947718	Chromosome	2022-10-25	337						
GCA_922984085.1	idSicFerr1.1	Sicus ferrugineus	311916451	Chromosome	2021-12-19	29						
GCA_932526445.1	ilPhrFuli1.1	Phragmatobia fuliginosa	629441928	Chromosome	2022-03-23	32						
GCA_963082815.1	icMelVill1.1	Melanotus villosus	803466028	Chromosome	2023-08-09	78						
GCA_905147355.2	ilApoTurb1.2	Apotomis turbidana	720450266	Chromosome	2022-02-02	43						
GCA_905333055.1	ilManJurt1.1	Maniola jurtina	402038846	Chromosome	2021-03-19	31						
GCF_905333055.1	ilManJurt1.1	Maniola jurtina	402038846	Chromosome	2021-03-19	31	0.98846006	0.9791903	0.009269769	0.0011350738	0.010404843	lepidoptera_odb10
GCA_029891345.1	Daus_2.0	Dryococelus australis	3421361566	Chromosome	2023-04-28	1874						
GCA_963667235.1	iyNomLath1.1	Nomada lathburiana	269683890	Chromosome	2023-12-11	82						
GCA_905147045.1	ilAglIoxx1.1	Nymphalis io	384156914	Chromosome	2021-01-28	41						
GCF_905147045.1	ilAglIoxx1.1	Nymphalis io	384156914	Chromosome	2021-01-28	41	0.99148697	0.98846006	0.0030268633	0.0011350738	0.0073779793	lepidoptera_odb10
GCA_037043105.1	ilVanTame1 primary haplotype	Vanessa tameamea	363368026	Chromosome	2024-03-07	54						
GCF_037043105.1	ilVanTame1 primary haplotype	Vanessa tameamea	363368026	Chromosome	2024-03-07	54	0.9928112	0.9911086	0.0017026106	0.0005675369	0.006621264	lepidoptera_odb10
GCA_944319695.1	iyTipFemo1.1	Tiphia femorata	276140075	Chromosome	2022-06-30	49						
GCA_907165275.2	ilZygFili1.2	Zygaena filipendulae	365930723	Chromosome	2021-11-18	55						
GCA_026230105.1	icDioSubl1.1	Diorhabda sublineata	456219552	Chromosome	2022-11-18	310						
GCF_026230105.1	icDioSubl1.1	Diorhabda sublineata	456219552	Chromosome	2022-11-18	310	0.9891714	0.9788136	0.010357816	0.002354049	0.008474576	endopterygota_odb10
GCA_905147015.1	ilLasFlex1.1	Laspeyria flexula	450881683	Chromosome	2021-01-28	37						
GCA_905147765.2	ilVanAtal1.2	Vanessa atalanta	370420815	Chromosome	2021-09-28	141						
GCF_905147765.1	ilVanAtal1.2	Vanessa atalanta	370420815	Chromosome	2021-09-28	141	0.99375707	0.99205446	0.0017026106	0.0015134317	0.004729474	lepidoptera_odb10
GCA_905147385.1	ilLimCami1.1	Limenitis camilla	435097539	Chromosome	2021-01-28	73						
GCA_026230145.1	icDioElon1.1	Diorhabda elongata	485337276	Chromosome	2022-11-18	277						
GCA_905147135.1	ilBlaLact1.1	Blastobasis lacticolella	577068156	Chromosome	2021-01-28	44						
GCA_014743375.2	RU_Dsub_v1.1	Drosophila subpulchrella	265153789	Chromosome	2020-10-02	299						
GCF_014743375.2	RU_Dsub_v1.1	Drosophila subpulchrella	265153789	Chromosome	2020-10-02	299	0.99817353	0.9893455	0.008828006	0.00030441402	0.00152207	diptera_odb10
GCA_905147375.1	ilHylFasc1.1	Hylaea fasciaria	327919484	Chromosome	2021-01-28	33						
GCA_934046635.1	iyBuaLabo1.1	Buathra laborator	329895160	Chromosome	2022-03-27	109						
GCA_905147325.1	ilNotDrom1.1	Notodonta dromedarius	341975702	Chromosome	2021-01-28	145						
GCA_916618145.1	ilEmmMono1.1	Emmelina monodactyla	312395474	Chromosome	2021-10-01	34						
GCA_961205875.1	ikSiaFuli1.1	Sialis fuliginosa	392112177	Chromosome	2023-07-28	23						
GCA_949752805.1	ilDeiElpe2.1	Deilephila elpenor	414050916	Chromosome	2023-04-03	31						
GCA_921293315.2	ipNemPict2.2	Nemurella pictetii	257036096	Chromosome	2022-10-25	20						
GCA_905147715.2	ilXesXant1.2	Xestia xanthographa	933866812	Chromosome	2021-10-15	59						
GCA_003676215.3	ASM367621v3	Rhopalosiphum maidis	326023155	Chromosome	2019-02-06	220						
GCF_003676215.2	ASM367621v3	Rhopalosiphum maidis	326023155	Chromosome	2019-02-06	220	0.99760956	0.97450197	0.02310757	0.00039840638	0.001992032	hemiptera_odb10
GCA_912999745.1	ilPapMach1.1	Papilio machaon	252114018	Chromosome	2021-08-18	33						
